Ship,Class,Type,Engineering,Experimental,ShieldStrength,RegenRate,ExpRes,KinRes,ThermRes
Federal Dropship,6,Prismatic,Reinforced,Force Block,386.2033,1,0.4175,0.4609,1.002
Federal Dropship,6,Prismatic,Reinforced,Hi-Cap,422.0366,1,0.4175,0.501,1.002
Federal Dropship,6,Prismatic,Reinforced,Thermo Block,386.2033,1,0.4175,0.501,0.9218
Federal Dropship,6,Prismatic,Reinforced,Multi-weave,398.1478,1,0.405,0.486,0.9719
Federal Dropship,6,Prismatic,Thermal resistant,Fast Charge,288.5129,1.15,0.5075,0.7308,0.609
Federal Dropship,6,Prismatic,Thermal resistant,Force Block,279.8575,1,0.5,0.6624,0.6
Federal Dropship,6,Prismatic,Thermal resistant,Hi-Cap,305.8237,1,0.5,0.72,0.6
Federal Dropship,6,Prismatic,Thermal resistant,Thermo Block,279.8575,1,0.5,0.72,0.552
Federal Dropship,6,Prismatic,Thermal resistant,Multi-weave,288.5129,1,0.485,0.6984,0.582
Federal Dropship,6,Prismatic,Kinetic resistant,Fast Charge,288.5129,1.15,0.5075,0.3045,1.4007
Federal Dropship,6,Prismatic,Kinetic resistant,Force Block,279.8575,1,0.5,0.276,1.38
Federal Dropship,6,Prismatic,Kinetic resistant,Hi-Cap,305.8237,1,0.5,0.3,1.38
Federal Dropship,6,Prismatic,Kinetic resistant,Thermo Block,279.8575,1,0.5,0.3,1.2696
Federal Dropship,6,Prismatic,Kinetic resistant,Multi-weave,288.5129,1,0.485,0.291,1.3386
Federal Gunship,4,Bi-Weave,Reinforced,Fast Charge,148.2046,2.07,0.4238,0.5085,1.017
Federal Gunship,4,Bi-Weave,Reinforced,Force Block,143.7485,1.8,0.4175,0.4609,1.002
Federal Gunship,4,Bi-Weave,Reinforced,Hi-Cap,157.0919,1.8,0.4175,0.501,1.002
Federal Gunship,4,Bi-Weave,Reinforced,Thermo Block,143.7485,1.8,0.4175,0.501,0.9218
Federal Gunship,4,Bi-Weave,Reinforced,Multi-weave,148.2046,1.8,0.405,0.486,0.9719
Federal Gunship,4,Bi-Weave,Thermal resistant,Fast Charge,107.3946,2.07,0.5075,0.7308,0.609
Federal Gunship,4,Bi-Weave,Thermal resistant,Force Block,104.1728,1.8,0.5,0.6624,0.6
Federal Gunship,4,Bi-Weave,Thermal resistant,Hi-Cap,113.8383,1.8,0.5,0.72,0.6
Federal Gunship,4,Bi-Weave,Thermal resistant,Thermo Block,104.1728,1.8,0.5,0.72,0.552
Federal Gunship,4,Bi-Weave,Thermal resistant,Multi-weave,107.3946,1.8,0.485,0.6984,0.582
Federal Gunship,4,Bi-Weave,Kinetic resistant,Fast Charge,107.3946,2.07,0.5075,0.3045,1.4007
Federal Gunship,4,Bi-Weave,Kinetic resistant,Force Block,104.1728,1.8,0.5,0.276,1.38
Federal Gunship,4,Bi-Weave,Kinetic resistant,Hi-Cap,113.8383,1.8,0.5,0.3,1.38
Federal Gunship,4,Bi-Weave,Kinetic resistant,Thermo Block,104.1728,1.8,0.5,0.3,1.2696
Federal Gunship,4,Bi-Weave,Kinetic resistant,Multi-weave,107.3946,1.8,0.485,0.291,1.3386
Federal Gunship,4,Normal,Reinforced,Fast Charge,251.7046,1.15,0.4238,0.5085,1.017
Federal Gunship,4,Normal,Reinforced,Force Block,244.1485,1,0.4175,0.4609,1.002
Federal Gunship,4,Normal,Reinforced,Hi-Cap,266.8169,1,0.4175,0.501,1.002
Federal Gunship,4,Normal,Reinforced,Thermo Block,244.1485,1,0.4175,0.501,0.9218
Federal Gunship,4,Normal,Reinforced,Multi-weave,251.7046,1,0.405,0.486,0.9719
Federal Gunship,4,Normal,Thermal resistant,Fast Charge,182.3946,1.15,0.5075,0.7308,0.609
Federal Gunship,4,Normal,Thermal resistant,Force Block,176.9228,1,0.5,0.6624,0.6
Federal Gunship,4,Normal,Thermal resistant,Hi-Cap,193.3383,1,0.5,0.72,0.6
Federal Gunship,4,Normal,Thermal resistant,Thermo Block,176.9228,1,0.5,0.72,0.552
Federal Gunship,4,Normal,Thermal resistant,Multi-weave,182.3946,1,0.485,0.6984,0.582
Federal Gunship,4,Normal,Kinetic resistant,Fast Charge,182.3946,1.15,0.5075,0.3045,1.4007
Federal Gunship,4,Normal,Kinetic resistant,Force Block,176.9228,1,0.5,0.276,1.38
Federal Gunship,4,Normal,Kinetic resistant,Hi-Cap,193.3383,1,0.5,0.3,1.38
Federal Gunship,4,Normal,Kinetic resistant,Thermo Block,176.9228,1,0.5,0.3,1.2696
Federal Gunship,4,Normal,Kinetic resistant,Multi-weave,182.3946,1,0.485,0.291,1.3386
Federal Gunship,4,Prismatic,Reinforced,Fast Charge,355.2046,1.15,0.4238,0.5085,1.017
Federal Gunship,4,Prismatic,Reinforced,Force Block,344.5485,1,0.4175,0.4609,1.002
Federal Gunship,4,Prismatic,Reinforced,Hi-Cap,376.5169,1,0.4175,0.501,1.002
Federal Gunship,4,Prismatic,Reinforced,Thermo Block,344.5485,1,0.4175,0.501,0.9218
Federal Gunship,4,Prismatic,Reinforced,Multi-weave,355.2046,1,0.405,0.486,0.9719
Federal Gunship,4,Prismatic,Thermal resistant,Fast Charge,257.3946,1.15,0.5075,0.7308,0.609
Federal Gunship,4,Prismatic,Thermal resistant,Force Block,249.6728,1,0.5,0.6624,0.6
Federal Gunship,4,Prismatic,Thermal resistant,Hi-Cap,272.8383,1,0.5,0.72,0.6
Federal Gunship,4,Prismatic,Thermal resistant,Thermo Block,249.6728,1,0.5,0.72,0.552
Federal Gunship,4,Prismatic,Thermal resistant,Multi-weave,257.3946,1,0.485,0.6984,0.582
Federal Gunship,4,Prismatic,Kinetic resistant,Fast Charge,257.3946,1.15,0.5075,0.3045,1.4007
Federal Gunship,4,Prismatic,Kinetic resistant,Force Block,249.6728,1,0.5,0.276,1.38
Federal Gunship,4,Prismatic,Kinetic resistant,Hi-Cap,272.8383,1,0.5,0.3,1.38
Federal Gunship,4,Prismatic,Kinetic resistant,Thermo Block,249.6728,1,0.5,0.3,1.2696
Federal Gunship,4,Prismatic,Kinetic resistant,Multi-weave,257.3946,1,0.485,0.291,1.3386
Federal Gunship,5,Bi-Weave,Reinforced,Fast Charge,213.9598,2.53,0.4238,0.5085,1.017
Federal Gunship,5,Bi-Weave,Reinforced,Force Block,207.531,2.2,0.4175,0.4609,1.002
Federal Gunship,5,Bi-Weave,Reinforced,Hi-Cap,226.7924,2.2,0.4175,0.501,1.002
Federal Gunship,5,Bi-Weave,Reinforced,Thermo Block,207.531,2.2,0.4175,0.501,0.9218
Federal Gunship,5,Bi-Weave,Reinforced,Multi-weave,213.9598,2.2,0.405,0.486,0.9719
Federal Gunship,5,Bi-Weave,Thermal resistant,Fast Charge,155.0434,2.53,0.5075,0.7308,0.609
Federal Gunship,5,Bi-Weave,Thermal resistant,Force Block,150.3921,2.2,0.5,0.6624,0.6
Federal Gunship,5,Bi-Weave,Thermal resistant,Hi-Cap,164.346,2.2,0.5,0.72,0.6
Federal Gunship,5,Bi-Weave,Thermal resistant,Thermo Block,150.3921,2.2,0.5,0.72,0.552
Federal Gunship,5,Bi-Weave,Thermal resistant,Multi-weave,155.0434,2.2,0.485,0.6984,0.582
Federal Gunship,5,Bi-Weave,Kinetic resistant,Fast Charge,155.0434,2.53,0.5075,0.3045,1.4007
Federal Gunship,5,Bi-Weave,Kinetic resistant,Force Block,150.3921,2.2,0.5,0.276,1.38
Federal Gunship,5,Bi-Weave,Kinetic resistant,Hi-Cap,164.346,2.2,0.5,0.3,1.38
Federal Gunship,5,Bi-Weave,Kinetic resistant,Thermo Block,150.3921,2.2,0.5,0.3,1.2696
Federal Gunship,5,Bi-Weave,Kinetic resistant,Multi-weave,155.0434,2.2,0.485,0.291,1.3386
Federal Gunship,5,Normal,Reinforced,Fast Charge,317.4598,1.15,0.4238,0.5085,1.017
Federal Gunship,5,Normal,Reinforced,Force Block,307.931,1,0.4175,0.4609,1.002
Federal Gunship,5,Normal,Reinforced,Hi-Cap,336.5174,1,0.4175,0.501,1.002
Federal Gunship,5,Normal,Reinforced,Thermo Block,307.931,1,0.4175,0.501,0.9218
Federal Gunship,5,Normal,Reinforced,Multi-weave,317.4598,1,0.405,0.486,0.9719
Federal Gunship,5,Normal,Thermal resistant,Fast Charge,230.0434,1.15,0.5075,0.7308,0.609
Federal Gunship,5,Normal,Thermal resistant,Force Block,223.1421,1,0.5,0.6624,0.6
Federal Gunship,5,Normal,Thermal resistant,Hi-Cap,243.846,1,0.5,0.72,0.6
Federal Gunship,5,Normal,Thermal resistant,Thermo Block,223.1421,1,0.5,0.72,0.552
Federal Gunship,5,Normal,Thermal resistant,Multi-weave,230.0434,1,0.485,0.6984,0.582
Federal Gunship,5,Normal,Kinetic resistant,Fast Charge,230.0434,1.15,0.5075,0.3045,1.4007
Federal Gunship,5,Normal,Kinetic resistant,Force Block,223.1421,1,0.5,0.276,1.38
Federal Gunship,5,Normal,Kinetic resistant,Hi-Cap,243.846,1,0.5,0.3,1.38
Federal Gunship,5,Normal,Kinetic resistant,Thermo Block,223.1421,1,0.5,0.3,1.2696
Federal Gunship,5,Normal,Kinetic resistant,Multi-weave,230.0434,1,0.485,0.291,1.3386
Federal Gunship,5,Prismatic,Reinforced,Fast Charge,420.9598,1.15,0.4238,0.5085,1.017
Federal Gunship,5,Prismatic,Reinforced,Force Block,408.331,1,0.4175,0.4609,1.002
Federal Gunship,5,Prismatic,Reinforced,Hi-Cap,446.2174,1,0.4175,0.501,1.002
Federal Gunship,5,Prismatic,Reinforced,Thermo Block,408.331,1,0.4175,0.501,0.9218
Federal Gunship,5,Prismatic,Reinforced,Multi-weave,420.9598,1,0.405,0.486,0.9719
Federal Gunship,5,Prismatic,Thermal resistant,Fast Charge,305.0434,1.15,0.5075,0.7308,0.609
Federal Gunship,5,Prismatic,Thermal resistant,Force Block,295.8921,1,0.5,0.6624,0.6
Federal Gunship,5,Prismatic,Thermal resistant,Hi-Cap,323.346,1,0.5,0.72,0.6
Federal Gunship,5,Prismatic,Thermal resistant,Thermo Block,295.8921,1,0.5,0.72,0.552
Federal Gunship,5,Prismatic,Thermal resistant,Multi-weave,305.0434,1,0.485,0.6984,0.582
Federal Gunship,5,Prismatic,Kinetic resistant,Fast Charge,305.0434,1.15,0.5075,0.3045,1.4007
Federal Gunship,5,Prismatic,Kinetic resistant,Force Block,295.8921,1,0.5,0.276,1.38
Federal Gunship,5,Prismatic,Kinetic resistant,Hi-Cap,323.346,1,0.5,0.3,1.38
Federal Gunship,5,Prismatic,Kinetic resistant,Thermo Block,295.8921,1,0.5,0.3,1.2696
Federal Gunship,5,Prismatic,Kinetic resistant,Multi-weave,305.0434,1,0.485,0.291,1.3386
Federal Gunship,6,Bi-Weave,Reinforced,Fast Charge,290.6847,3.68,0.4238,0.5085,1.017
Federal Gunship,6,Bi-Weave,Reinforced,Force Block,281.9542,3.2,0.4175,0.4609,1.002
Federal Gunship,6,Bi-Weave,Reinforced,Hi-Cap,308.1208,3.2,0.4175,0.501,1.002
Federal Gunship,6,Bi-Weave,Reinforced,Thermo Block,281.9542,3.2,0.4175,0.501,0.9218
Federal Gunship,6,Bi-Weave,Reinforced,Multi-weave,290.6847,3.2,0.405,0.486,0.9719
Federal Gunship,6,Bi-Weave,Thermal resistant,Fast Charge,210.6411,3.68,0.5075,0.7308,0.609
Federal Gunship,6,Bi-Weave,Thermal resistant,Force Block,204.3219,3.2,0.5,0.6624,0.6
Federal Gunship,6,Bi-Weave,Thermal resistant,Hi-Cap,223.2796,3.2,0.5,0.72,0.6
Federal Gunship,6,Bi-Weave,Thermal resistant,Thermo Block,204.3219,3.2,0.5,0.72,0.552
Federal Gunship,6,Bi-Weave,Thermal resistant,Multi-weave,210.6411,3.2,0.485,0.6984,0.582
Federal Gunship,6,Bi-Weave,Kinetic resistant,Fast Charge,210.6411,3.68,0.5075,0.3045,1.4007
Federal Gunship,6,Bi-Weave,Kinetic resistant,Force Block,204.3219,3.2,0.5,0.276,1.38
Federal Gunship,6,Bi-Weave,Kinetic resistant,Hi-Cap,223.2796,3.2,0.5,0.3,1.38
Federal Gunship,6,Bi-Weave,Kinetic resistant,Thermo Block,204.3219,3.2,0.5,0.3,1.2696
Federal Gunship,6,Bi-Weave,Kinetic resistant,Multi-weave,210.6411,3.2,0.485,0.291,1.3386
Federal Gunship,6,Normal,Reinforced,Fast Charge,394.1847,1.495,0.4238,0.5085,1.017
Federal Gunship,6,Normal,Reinforced,Force Block,382.3542,1.3,0.4175,0.4609,1.002
Federal Gunship,6,Normal,Reinforced,Hi-Cap,417.8458,1.3,0.4175,0.501,1.002
Federal Gunship,6,Normal,Reinforced,Thermo Block,382.3542,1.3,0.4175,0.501,0.9218
Federal Gunship,6,Normal,Reinforced,Multi-weave,394.1847,1.3,0.405,0.486,0.9719
Federal Gunship,6,Normal,Thermal resistant,Fast Charge,285.6411,1.495,0.5075,0.7308,0.609
Federal Gunship,6,Normal,Thermal resistant,Force Block,277.0719,1.3,0.5,0.6624,0.6
Federal Gunship,6,Normal,Thermal resistant,Hi-Cap,302.7796,1.3,0.5,0.72,0.6
Federal Gunship,6,Normal,Thermal resistant,Thermo Block,277.0719,1.3,0.5,0.72,0.552
Federal Gunship,6,Normal,Thermal resistant,Multi-weave,285.6411,1.3,0.485,0.6984,0.582
Federal Gunship,6,Normal,Kinetic resistant,Fast Charge,285.6411,1.495,0.5075,0.3045,1.4007
Federal Gunship,6,Normal,Kinetic resistant,Force Block,277.0719,1.3,0.5,0.276,1.38
Federal Gunship,6,Normal,Kinetic resistant,Hi-Cap,302.7796,1.3,0.5,0.3,1.38
Federal Gunship,6,Normal,Kinetic resistant,Thermo Block,277.0719,1.3,0.5,0.3,1.2696
Federal Gunship,6,Normal,Kinetic resistant,Multi-weave,285.6411,1.3,0.485,0.291,1.3386
Federal Gunship,6,Prismatic,Reinforced,Fast Charge,497.6847,1.15,0.4238,0.5085,1.017
Federal Gunship,6,Prismatic,Reinforced,Force Block,482.7542,1,0.4175,0.4609,1.002
Federal Gunship,6,Prismatic,Reinforced,Hi-Cap,527.5458,1,0.4175,0.501,1.002
Federal Gunship,6,Prismatic,Reinforced,Thermo Block,482.7542,1,0.4175,0.501,0.9218
Federal Gunship,6,Prismatic,Reinforced,Multi-weave,497.6847,1,0.405,0.486,0.9719
Federal Gunship,6,Prismatic,Thermal resistant,Fast Charge,360.6411,1.15,0.5075,0.7308,0.609
Federal Gunship,6,Prismatic,Thermal resistant,Force Block,349.8219,1,0.5,0.6624,0.6
Federal Gunship,6,Prismatic,Thermal resistant,Hi-Cap,382.2796,1,0.5,0.72,0.6
Federal Gunship,6,Prismatic,Thermal resistant,Thermo Block,349.8219,1,0.5,0.72,0.552
Federal Gunship,6,Prismatic,Thermal resistant,Multi-weave,360.6411,1,0.485,0.6984,0.582
Federal Gunship,6,Prismatic,Kinetic resistant,Fast Charge,360.6411,1.15,0.5075,0.3045,1.4007
Federal Gunship,6,Prismatic,Kinetic resistant,Force Block,349.8219,1,0.5,0.276,1.38
Federal Gunship,6,Prismatic,Kinetic resistant,Hi-Cap,382.2796,1,0.5,0.3,1.38
Federal Gunship,6,Prismatic,Kinetic resistant,Thermo Block,349.8219,1,0.5,0.3,1.2696
Federal Gunship,6,Prismatic,Kinetic resistant,Multi-weave,360.6411,1,0.485,0.291,1.3386
Fer-de-Lance,3,Bi-Weave,Reinforced,Fast Charge,240.3682,2.07,0.4238,0.5085,1.017
Fer-de-Lance,3,Bi-Weave,Reinforced,Force Block,233.1452,1.8,0.4175,0.4609,1.002
Fer-de-Lance,3,Bi-Weave,Reinforced,Hi-Cap,254.7843,1.8,0.4175,0.501,1.002
Fer-de-Lance,3,Bi-Weave,Reinforced,Thermo Block,233.1452,1.8,0.4175,0.501,0.9218
Fer-de-Lance,3,Bi-Weave,Reinforced,Multi-weave,240.3682,1.8,0.405,0.486,0.9719
Fer-de-Lance,3,Bi-Weave,Thermal resistant,Fast Charge,174.1799,2.07,0.5075,0.7308,0.609
Fer-de-Lance,3,Bi-Weave,Thermal resistant,Force Block,168.9545,1.8,0.5,0.6624,0.6
Fer-de-Lance,3,Bi-Weave,Thermal resistant,Hi-Cap,184.6307,1.8,0.5,0.72,0.6
Fer-de-Lance,3,Bi-Weave,Thermal resistant,Thermo Block,168.9545,1.8,0.5,0.72,0.552
Fer-de-Lance,3,Bi-Weave,Thermal resistant,Multi-weave,174.1799,1.8,0.485,0.6984,0.582
Fer-de-Lance,3,Bi-Weave,Kinetic resistant,Fast Charge,174.1799,2.07,0.5075,0.3045,1.4007
Fer-de-Lance,3,Bi-Weave,Kinetic resistant,Force Block,168.9545,1.8,0.5,0.276,1.38
Fer-de-Lance,3,Bi-Weave,Kinetic resistant,Hi-Cap,184.6307,1.8,0.5,0.3,1.38
Fer-de-Lance,3,Bi-Weave,Kinetic resistant,Thermo Block,168.9545,1.8,0.5,0.3,1.2696
Fer-de-Lance,3,Bi-Weave,Kinetic resistant,Multi-weave,174.1799,1.8,0.485,0.291,1.3386
Fer-de-Lance,3,Normal,Reinforced,Fast Charge,364.5682,1.15,0.4238,0.5085,1.017
Fer-de-Lance,3,Normal,Reinforced,Force Block,353.6252,1,0.4175,0.4609,1.002
Fer-de-Lance,3,Normal,Reinforced,Hi-Cap,386.4543,1,0.4175,0.501,1.002
Fer-de-Lance,3,Normal,Reinforced,Thermo Block,353.6252,1,0.4175,0.501,0.9218
Fer-de-Lance,3,Normal,Reinforced,Multi-weave,364.5682,1,0.405,0.486,0.9719
Fer-de-Lance,3,Normal,Thermal resistant,Fast Charge,264.1799,1.15,0.5075,0.7308,0.609
Fer-de-Lance,3,Normal,Thermal resistant,Force Block,256.2545,1,0.5,0.6624,0.6
Fer-de-Lance,3,Normal,Thermal resistant,Hi-Cap,280.0307,1,0.5,0.72,0.6
Fer-de-Lance,3,Normal,Thermal resistant,Thermo Block,256.2545,1,0.5,0.72,0.552
Fer-de-Lance,3,Normal,Thermal resistant,Multi-weave,264.1799,1,0.485,0.6984,0.582
Fer-de-Lance,3,Normal,Kinetic resistant,Fast Charge,264.1799,1.15,0.5075,0.3045,1.4007
Fer-de-Lance,3,Normal,Kinetic resistant,Force Block,256.2545,1,0.5,0.276,1.38
Fer-de-Lance,3,Normal,Kinetic resistant,Hi-Cap,280.0307,1,0.5,0.3,1.38
Fer-de-Lance,3,Normal,Kinetic resistant,Thermo Block,256.2545,1,0.5,0.3,1.2696
Fer-de-Lance,3,Normal,Kinetic resistant,Multi-weave,264.1799,1,0.485,0.291,1.3386
Fer-de-Lance,3,Prismatic,Reinforced,Fast Charge,488.7682,1.15,0.4238,0.5085,1.017
Fer-de-Lance,3,Prismatic,Reinforced,Force Block,474.1052,1,0.4175,0.4609,1.002
Fer-de-Lance,3,Prismatic,Reinforced,Hi-Cap,518.0943,1,0.4175,0.501,1.002
Fer-de-Lance,3,Prismatic,Reinforced,Thermo Block,474.1052,1,0.4175,0.501,0.9218
Fer-de-Lance,3,Prismatic,Reinforced,Multi-weave,488.7682,1,0.405,0.486,0.9719
Fer-de-Lance,3,Prismatic,Thermal resistant,Fast Charge,354.1799,1.15,0.5075,0.7308,0.609
Fer-de-Lance,3,Prismatic,Thermal resistant,Force Block,343.5545,1,0.5,0.6624,0.6
Fer-de-Lance,3,Prismatic,Thermal resistant,Hi-Cap,375.4307,1,0.5,0.72,0.6
Fer-de-Lance,3,Prismatic,Thermal resistant,Thermo Block,343.5545,1,0.5,0.72,0.552
Fer-de-Lance,3,Prismatic,Thermal resistant,Multi-weave,354.1799,1,0.485,0.6984,0.582
Fer-de-Lance,3,Prismatic,Kinetic resistant,Fast Charge,354.1799,1.15,0.5075,0.3045,1.4007
Fer-de-Lance,3,Prismatic,Kinetic resistant,Force Block,343.5545,1,0.5,0.276,1.38
Fer-de-Lance,3,Prismatic,Kinetic resistant,Hi-Cap,375.4307,1,0.5,0.3,1.38
Fer-de-Lance,3,Prismatic,Kinetic resistant,Thermo Block,343.5545,1,0.5,0.3,1.2696
Fer-de-Lance,3,Prismatic,Kinetic resistant,Multi-weave,354.1799,1,0.485,0.291,1.3386
Fer-de-Lance,4,Bi-Weave,Reinforced,Fast Charge,415.9553,2.07,0.4238,0.5085,1.017
Fer-de-Lance,4,Bi-Weave,Reinforced,Force Block,403.4647,1.8,0.4175,0.4609,1.002
Fer-de-Lance,4,Bi-Weave,Reinforced,Hi-Cap,440.9067,1.8,0.4175,0.501,1.002
Fer-de-Lance,4,Bi-Weave,Reinforced,Thermo Block,403.4647,1.8,0.4175,0.501,0.9218
Fer-de-Lance,4,Bi-Weave,Reinforced,Multi-weave,415.9553,1.8,0.405,0.486,0.9719
Fer-de-Lance,4,Bi-Weave,Thermal resistant,Fast Charge,301.4169,2.07,0.5075,0.7308,0.609
Fer-de-Lance,4,Bi-Weave,Thermal resistant,Force Block,292.3744,1.8,0.5,0.6624,0.6
Fer-de-Lance,4,Bi-Weave,Thermal resistant,Hi-Cap,319.5019,1.8,0.5,0.72,0.6
Fer-de-Lance,4,Bi-Weave,Thermal resistant,Thermo Block,292.3744,1.8,0.5,0.72,0.552
Fer-de-Lance,4,Bi-Weave,Thermal resistant,Multi-weave,301.4169,1.8,0.485,0.6984,0.582
Fer-de-Lance,4,Bi-Weave,Kinetic resistant,Fast Charge,301.4169,2.07,0.5075,0.3045,1.4007
Fer-de-Lance,4,Bi-Weave,Kinetic resistant,Force Block,292.3744,1.8,0.5,0.276,1.38
Fer-de-Lance,4,Bi-Weave,Kinetic resistant,Hi-Cap,319.5019,1.8,0.5,0.3,1.38
Fer-de-Lance,4,Bi-Weave,Kinetic resistant,Thermo Block,292.3744,1.8,0.5,0.3,1.2696
Fer-de-Lance,4,Bi-Weave,Kinetic resistant,Multi-weave,301.4169,1.8,0.485,0.291,1.3386
Fer-de-Lance,4,Normal,Reinforced,Fast Charge,540.1553,1.15,0.4238,0.5085,1.017
Fer-de-Lance,4,Normal,Reinforced,Force Block,523.9447,1,0.4175,0.4609,1.002
Fer-de-Lance,4,Normal,Reinforced,Hi-Cap,572.5767,1,0.4175,0.501,1.002
Fer-de-Lance,4,Normal,Reinforced,Thermo Block,523.9447,1,0.4175,0.501,0.9218
Fer-de-Lance,4,Normal,Reinforced,Multi-weave,540.1553,1,0.405,0.486,0.9719
Fer-de-Lance,4,Normal,Thermal resistant,Fast Charge,391.4169,1.15,0.5075,0.7308,0.609
Fer-de-Lance,4,Normal,Thermal resistant,Force Block,379.6744,1,0.5,0.6624,0.6
Fer-de-Lance,4,Normal,Thermal resistant,Hi-Cap,414.9019,1,0.5,0.72,0.6
Fer-de-Lance,4,Normal,Thermal resistant,Thermo Block,379.6744,1,0.5,0.72,0.552
Fer-de-Lance,4,Normal,Thermal resistant,Multi-weave,391.4169,1,0.485,0.6984,0.582
Fer-de-Lance,4,Normal,Kinetic resistant,Fast Charge,391.4169,1.15,0.5075,0.3045,1.4007
Fer-de-Lance,4,Normal,Kinetic resistant,Force Block,379.6744,1,0.5,0.276,1.38
Fer-de-Lance,4,Normal,Kinetic resistant,Hi-Cap,414.9019,1,0.5,0.3,1.38
Fer-de-Lance,4,Normal,Kinetic resistant,Thermo Block,379.6744,1,0.5,0.3,1.2696
Fer-de-Lance,4,Normal,Kinetic resistant,Multi-weave,391.4169,1,0.485,0.291,1.3386
Fer-de-Lance,4,Prismatic,Reinforced,Fast Charge,664.3553,1.15,0.4238,0.5085,1.017
Fer-de-Lance,4,Prismatic,Reinforced,Force Block,644.4247,1,0.4175,0.4609,1.002
Fer-de-Lance,4,Prismatic,Reinforced,Hi-Cap,704.2167,1,0.4175,0.501,1.002
Fer-de-Lance,4,Prismatic,Reinforced,Thermo Block,644.4247,1,0.4175,0.501,0.9218
Fer-de-Lance,4,Prismatic,Reinforced,Multi-weave,664.3553,1,0.405,0.486,0.9719
Fer-de-Lance,4,Prismatic,Thermal resistant,Fast Charge,481.4169,1.15,0.5075,0.7308,0.609
Fer-de-Lance,4,Prismatic,Thermal resistant,Force Block,466.9744,1,0.5,0.6624,0.6
Fer-de-Lance,4,Prismatic,Thermal resistant,Hi-Cap,510.3019,1,0.5,0.72,0.6
Fer-de-Lance,4,Prismatic,Thermal resistant,Thermo Block,466.9744,1,0.5,0.72,0.552
Fer-de-Lance,4,Prismatic,Thermal resistant,Multi-weave,481.4169,1,0.485,0.6984,0.582
Fer-de-Lance,4,Prismatic,Kinetic resistant,Fast Charge,481.4169,1.15,0.5075,0.3045,1.4007
Fer-de-Lance,4,Prismatic,Kinetic resistant,Force Block,466.9744,1,0.5,0.276,1.38
Fer-de-Lance,4,Prismatic,Kinetic resistant,Hi-Cap,510.3019,1,0.5,0.3,1.38
Fer-de-Lance,4,Prismatic,Kinetic resistant,Thermo Block,466.9744,1,0.5,0.3,1.2696
Fer-de-Lance,4,Prismatic,Kinetic resistant,Multi-weave,481.4169,1,0.485,0.291,1.3386
Fer-de-Lance,5,Bi-Weave,Reinforced,Fast Charge,523.9201,2.53,0.4238,0.5085,1.017
Fer-de-Lance,5,Bi-Weave,Reinforced,Force Block,508.1905,2.2,0.4175,0.4609,1.002
Fer-de-Lance,5,Bi-Weave,Reinforced,Hi-Cap,555.3494,2.2,0.4175,0.501,1.002
Fer-de-Lance,5,Bi-Weave,Reinforced,Thermo Block,508.1905,2.2,0.4175,0.501,0.9218
Fer-de-Lance,5,Bi-Weave,Reinforced,Multi-weave,523.9201,2.2,0.405,0.486,0.9719
Fer-de-Lance,5,Bi-Weave,Thermal resistant,Fast Charge,379.6523,2.53,0.5075,0.7308,0.609
Fer-de-Lance,5,Bi-Weave,Thermal resistant,Force Block,368.2627,2.2,0.5,0.6624,0.6
Fer-de-Lance,5,Bi-Weave,Thermal resistant,Hi-Cap,402.4314,2.2,0.5,0.72,0.6
Fer-de-Lance,5,Bi-Weave,Thermal resistant,Thermo Block,368.2627,2.2,0.5,0.72,0.552
Fer-de-Lance,5,Bi-Weave,Thermal resistant,Multi-weave,379.6523,2.2,0.485,0.6984,0.582
Fer-de-Lance,5,Bi-Weave,Kinetic resistant,Fast Charge,379.6523,2.53,0.5075,0.3045,1.4007
Fer-de-Lance,5,Bi-Weave,Kinetic resistant,Force Block,368.2627,2.2,0.5,0.276,1.38
Fer-de-Lance,5,Bi-Weave,Kinetic resistant,Hi-Cap,402.4314,2.2,0.5,0.3,1.38
Fer-de-Lance,5,Bi-Weave,Kinetic resistant,Thermo Block,368.2627,2.2,0.5,0.3,1.2696
Fer-de-Lance,5,Bi-Weave,Kinetic resistant,Multi-weave,379.6523,2.2,0.485,0.291,1.3386
Fer-de-Lance,5,Normal,Reinforced,Fast Charge,648.1201,1.15,0.4238,0.5085,1.017
Fer-de-Lance,5,Normal,Reinforced,Force Block,628.6705,1,0.4175,0.4609,1.002
Fer-de-Lance,5,Normal,Reinforced,Hi-Cap,687.0194,1,0.4175,0.501,1.002
Fer-de-Lance,5,Normal,Reinforced,Thermo Block,628.6705,1,0.4175,0.501,0.9218
Fer-de-Lance,5,Normal,Reinforced,Multi-weave,648.1201,1,0.405,0.486,0.9719
Fer-de-Lance,5,Normal,Thermal resistant,Fast Charge,469.6523,1.15,0.5075,0.7308,0.609
Fer-de-Lance,5,Normal,Thermal resistant,Force Block,455.5627,1,0.5,0.6624,0.6
Fer-de-Lance,5,Normal,Thermal resistant,Hi-Cap,497.8314,1,0.5,0.72,0.6
Fer-de-Lance,5,Normal,Thermal resistant,Thermo Block,455.5627,1,0.5,0.72,0.552
Fer-de-Lance,5,Normal,Thermal resistant,Multi-weave,469.6523,1,0.485,0.6984,0.582
Fer-de-Lance,5,Normal,Kinetic resistant,Fast Charge,469.6523,1.15,0.5075,0.3045,1.4007
